Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
,,,0.0,,Cufflinks,Mexico,Unknown,17.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02463-A.jpg,2 Reales
,,,0.0,,Cufflinks,Mexico,Unknown,7.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02464-B.jpg,2 Reales
,,,1645.0,,3 fleur-de-lis on shield,Seville,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02465-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02466-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02467-A.jpg,8 Reales
,,,1653.0,?OM,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02468-A.jpg,8 Reales
,,,1652.0,OMP,,Mexico,Unknown,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02469-A.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02470-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02471-A.jpg,8 Reales
,,,0.0,OM,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02472-A.jpg,8 Reales
,,,0.0,4,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02473-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02474-A.jpg,2 Reales
,,,0.0,,?Flowery Cross,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02475-A.jpg,2 Reales
,,,1645.0,S R?-Rivas,,Seville,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02476-A.jpg,4 Reales
,,,0.0,MP,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02477-A.jpg,2 Reales
,,,0.0,MP,,Mexico,Unknown,3.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02478-A.jpg,2 Reales
,,,0.0,P,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02479-B.jpg,2 Reales
,,,0.0,,,Seville,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02480-A.jpg,4 Reales
,,,0.0,,,Seville,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02481-A.jpg,2 Reales
,,,1625.0,,,Brabant,Felipe IV,29.0,,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02482-A.jpg,Dukaton
,,,1711.0,,,Zeeland,Unknown,29.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02483-A.jpg,Schelling
,,,1711.0,,,Zeeland,Unknown,3.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02484-A.jpg,Schelling
,,,1711.0,,,Zeeland,Unknown,3.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02485-A.jpg,Schelling
,,,1711.0,,,Zeeland,Unknown,4.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02486-A.jpg,Schelling
,,,1711.0,,,Zeeland,Unknown,6.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02487-A.jpg,Schelling
,,,1711.0,,,Zeeland,Unknown,1.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02488-A.jpg,2 Stuivers
,,,1711.0,,,Zeeland,Unknown,1.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02489-A.jpg,2 Stuivers
,,,1711.0,,,Zeeland,Unknown,0.0,Zuiddorp (Zuytdorp),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02490-A.jpg,2 Stuivers
,,,0.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02491-A.jpg,4 Reales
,,,0.0,,,Metropolitan,Unknown,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02492-A.jpg,4 Reales
,,,1650.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02493-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,15.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02494-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02495-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,28.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02496-A.jpg,8 Reales
,,,0.0,,,Metropolitan,Unknown,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02497-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,29.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02498-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,29.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02499-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,9.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02500-A.jpg,4 Reales
,,,0.0,?,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02501-A.jpg,8 Reales
,,,0.0,,,Unidentified,Unknown,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02502-A.jpg,8 Reales
,,,0.0,,,Unidentified,Unknown,36.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02503-A.jpg,8 Reales
,,,0.0,,,Unidentified,Unknown,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02504-A.jpg,4 Reales
,,,0.0,,Pendant,Mexico,Unknown,31.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02505-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02506-A.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,14.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02507-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02508-A.jpg,2 Reales
,,,0.0,,,Metropolitan,Unknown,15.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02509-A.jpg,4 Reales
,,,0.0,,,Unidentified,Unknown,16.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02510-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,16.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02511-A.jpg,4 Reales
,,,0.0,,,Unidentified,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02512-A.jpg,Unidentified
,,,0.0,,,Metropolitan,Unknown,15.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02513-A.jpg,4 Reales
,,,0.0,,,Unidentified,Unknown,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02514-A.jpg,2 Reales
,,,0.0,,,Metropolitan,Unknown,7.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02515-A.jpg,2 Reales
,,,0.0,OMP,Ring NM Reg # GT8563,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02519-A.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02520-A.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02521-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02522-A.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02523-B.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02524-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02525-A.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02526-A.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02527-A.jpg,2 Reales
,,,0.0,OMP 2,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02528-A.jpg,2 Reales
,,,0.0,M,9.18 g chain attached,Mexico,Unknown,9.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02529-A.jpg,2 Reales
,,,1625.0,,,Zeeland,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02530-A.jpg,Rijksdaalder
,,,1652.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02531-A.jpg,8 Reales
,,,1650.0,OMP,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02532-A.jpg,4 Reales
,,,0.0,OM,,Mexico,Unknown,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02533-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02534-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02535-A.jpg,8 Reales
,,,1645.0,,,Mexico,Unknown,20.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02536-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02537-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,22.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02538-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,17.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02539-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02540-A.jpg,8 Reales
,,,1650.0,,,Mexico,Unknown,23.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02541-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02542-A.jpg,8 Reales
Yriarte 971,,,1653.0,,,Potosi,Unknown,21.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02543-B.jpg,8 Reales
,,,1675.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02548-B.jpg,8 Reales
,,,1652.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02549-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02551-B.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02552-B.jpg,8 Reales
,,,0.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02553-B.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02558-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,10.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02560-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,4.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02564-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02565-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02566-A.jpg,8 Reales
,,,1646.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02567-A.jpg,8 Reales
,,,0.0,OMP,Brooch,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02568-B.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02574-A.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02576-A.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02577-A.jpg,8 Reales
,,,1750.0,,Gun Island - Mark Holland,Mexico,Unknown,2.0,Zeewijk,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02580-A.jpg,Doit
,,,1645.0,,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/02585-A.jpg,8 Reales
